latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.427963,-122.154785,17.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),weather_code (wmo code),cloud_cover (%),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),relative_humidity_2m (%)
2019-08-28T16:00,25.1,0.00,13.1,0,15,579.0,43.0,890.1,64
2019-08-28T17:00,24.8,0.00,9.5,1,21,368.0,60.0,716.3,59
2019-08-28T18:00,21.7,0.00,14.2,0,19,154.0,50.0,442.0,72
2019-08-28T19:00,20.2,0.00,11.5,1,23,0.0,0.0,0.0,75
2019-08-28T20:00,19.6,0.00,8.6,1,28,0.0,0.0,0.0,76
2019-08-28T21:00,19.2,0.00,8.3,1,29,0.0,0.0,0.0,77
2019-08-28T22:00,19.0,0.00,6.9,1,26,0.0,0.0,0.0,77
2019-08-28T23:00,18.7,0.00,5.8,1,35,0.0,0.0,0.0,80
2019-08-29T00:00,18.3,0.00,4.4,2,51,0.0,0.0,0.0,81
2019-08-29T01:00,18.4,0.00,5.9,1,41,0.0,0.0,0.0,82
2019-08-29T02:00,18.3,0.00,3.4,2,74,0.0,0.0,0.0,81
2019-08-29T03:00,18.8,0.00,4.7,2,75,0.0,0.0,0.0,77
2019-08-29T04:00,19.2,0.00,5.0,2,73,0.0,0.0,0.0,76
2019-08-29T05:00,18.8,0.00,4.6,2,79,0.0,0.0,0.0,80
2019-08-29T06:00,19.0,0.00,3.3,1,30,4.0,4.0,0.0,77
2019-08-29T07:00,19.5,0.00,4.3,2,77,120.0,53.0,390.9,72
2019-08-29T08:00,20.1,0.00,4.9,3,82,173.0,165.0,21.8,70
2019-08-29T09:00,20.6,0.00,4.8,2,66,383.0,265.0,215.5,71
2019-08-29T10:00,21.8,0.00,7.1,1,32,581.0,294.0,411.4,66
2019-08-29T11:00,22.9,0.00,6.6,0,3,688.0,338.0,433.8,62
2019-08-29T12:00,23.9,0.00,7.8,0,0,836.0,174.0,763.0,59
2019-08-29T13:00,25.7,0.00,11.5,0,0,878.0,136.0,847.0,54
2019-08-29T14:00,26.7,0.00,13.7,0,0,823.0,162.0,795.1,52
2019-08-29T15:00,25.9,0.00,14.2,0,0,714.0,170.0,738.6,54
2019-08-29T16:00,25.4,0.00,14.5,0,0,542.0,90.0,755.6,55
2019-08-29T17:00,24.9,0.00,14.2,0,0,379.0,102.0,650.7,53
2019-08-29T18:00,23.0,0.00,12.5,0,1,153.0,51.0,442.1,57
2019-08-29T19:00,21.8,0.00,8.9,0,10,0.0,0.0,0.0,59
2019-08-29T20:00,20.9,0.00,8.4,0,15,0.0,0.0,0.0,63
2019-08-29T21:00,20.1,0.00,9.7,0,9,0.0,0.0,0.0,71
2019-08-29T22:00,19.6,0.00,6.0,0,19,0.0,0.0,0.0,75
2019-08-29T23:00,19.1,0.00,2.5,0,6,0.0,0.0,0.0,77
2019-08-30T00:00,18.1,0.00,2.6,0,1,0.0,0.0,0.0,81
2019-08-30T01:00,17.3,0.00,2.2,0,1,0.0,0.0,0.0,84
2019-08-30T02:00,16.3,0.00,4.2,0,10,0.0,0.0,0.0,89
2019-08-30T03:00,16.1,0.00,4.5,0,12,0.0,0.0,0.0,84
2019-08-30T04:00,16.0,0.00,3.6,0,9,0.0,0.0,0.0,84
2019-08-30T05:00,15.7,0.00,4.7,1,22,0.0,0.0,0.0,88
2019-08-30T06:00,15.7,0.00,6.0,1,25,5.0,4.0,14.7,88
2019-08-30T07:00,16.9,0.00,3.1,1,30,131.0,31.0,587.8,86
2019-08-30T08:00,18.4,0.00,3.3,1,31,284.0,71.0,584.6,81
2019-08-30T09:00,19.4,0.00,7.3,1,29,483.0,145.0,620.1,76
2019-08-30T10:00,21.3,0.00,13.0,0,18,645.0,208.0,628.7,74
2019-08-30T11:00,22.3,0.00,14.8,0,15,826.0,92.0,912.7,71
2019-08-30T12:00,23.5,0.00,15.0,0,14,873.0,179.0,802.5,68
2019-08-30T13:00,24.7,0.00,14.7,0,2,886.0,146.0,847.7,64
2019-08-30T14:00,25.8,0.00,15.6,0,15,870.0,72.0,963.8,60
2019-08-30T15:00,26.2,0.00,16.0,0,15,759.0,54.0,962.0,60
2019-08-30T16:00,25.6,0.00,15.5,0,15,575.0,103.0,794.4,61
2019-08-30T17:00,24.3,0.00,13.7,0,15,379.0,70.0,733.4,60
2019-08-30T18:00,22.1,0.00,13.0,0,15,156.0,48.0,477.7,69
2019-08-30T19:00,20.2,0.00,10.1,0,16,0.0,0.0,0.0,74
2019-08-30T20:00,19.4,0.00,6.9,0,9,0.0,0.0,0.0,76
2019-08-30T21:00,18.4,0.00,4.3,0,8,0.0,0.0,0.0,82
2019-08-30T22:00,17.6,0.00,4.9,1,20,0.0,0.0,0.0,83
2019-08-30T23:00,16.9,0.00,5.6,0,15,0.0,0.0,0.0,86
2019-08-31T00:00,16.2,0.00,4.4,0,14,0.0,0.0,0.0,90
2019-08-31T01:00,15.5,0.00,2.9,0,6,0.0,0.0,0.0,92
2019-08-31T02:00,14.9,0.00,5.8,0,1,0.0,0.0,0.0,95
2019-08-31T03:00,14.3,0.00,1.8,0,1,0.0,0.0,0.0,95
2019-08-31T04:00,14.0,0.00,4.6,0,11,0.0,0.0,0.0,93
2019-08-31T05:00,13.9,0.00,6.2,0,17,0.0,0.0,0.0,92
2019-08-31T06:00,13.8,0.00,7.5,0,12,0.0,0.0,0.0,90
2019-08-31T07:00,15.8,0.00,6.6,0,15,125.0,48.0,456.0,91
2019-08-31T08:00,18.3,0.00,5.4,0,18,351.0,82.0,743.4,86
2019-08-31T09:00,20.4,0.00,4.6,0,12,550.0,106.0,818.2,78
2019-08-31T10:00,22.4,0.00,8.5,0,1,718.0,75.0,928.4,72
2019-08-31T11:00,24.5,0.00,9.7,0,0,838.0,121.0,894.5,62
2019-08-31T12:00,26.4,0.00,10.1,0,0,916.0,89.0,959.4,55
2019-08-31T13:00,28.7,0.00,9.8,0,0,925.0,70.0,983.0,46
2019-08-31T14:00,31.3,0.00,13.6,0,0,869.0,70.0,969.1,39
2019-08-31T15:00,30.9,0.00,12.2,0,0,754.0,68.0,940.9,37
2019-08-31T16:00,30.4,0.00,11.6,0,0,585.0,65.0,881.3,35
2019-08-31T17:00,28.6,0.00,10.5,0,0,379.0,59.0,767.6,39
2019-08-31T18:00,26.5,0.00,9.8,0,8,149.0,47.0,460.8,48
2019-08-31T19:00,23.9,0.00,5.5,0,10,0.0,0.0,0.0,53
2019-08-31T20:00,21.8,0.00,5.6,0,10,0.0,0.0,0.0,61
2019-08-31T21:00,19.9,0.00,2.4,0,10,0.0,0.0,0.0,66
2019-08-31T22:00,19.0,0.00,2.6,0,10,0.0,0.0,0.0,69
2019-08-31T23:00,18.3,0.00,2.3,0,9,0.0,0.0,0.0,75
2019-09-01T00:00,17.6,0.00,1.8,0,11,0.0,0.0,0.0,77
2019-09-01T01:00,16.9,0.00,3.2,0,15,0.0,0.0,0.0,83
2019-09-01T02:00,16.7,0.00,4.9,0,14,0.0,0.0,0.0,91
2019-09-01T03:00,16.1,0.00,4.6,0,17,0.0,0.0,0.0,91
2019-09-01T04:00,15.6,0.00,4.4,0,15,0.0,0.0,0.0,91
2019-09-01T05:00,15.2,0.00,3.3,1,24,0.0,0.0,0.0,89
2019-09-01T06:00,14.7,0.00,3.7,0,19,0.0,0.0,0.0,91
2019-09-01T07:00,16.9,0.00,2.6,0,16,133.0,21.0,668.4,97
2019-09-01T08:00,19.4,0.00,2.7,0,16,282.0,117.0,459.2,91
2019-09-01T09:00,21.9,0.00,4.5,0,13,516.0,119.0,735.0,76
2019-09-01T10:00,24.0,0.00,7.6,0,14,719.0,75.0,933.2,69
2019-09-01T11:00,26.0,0.00,10.1,0,1,834.0,67.0,960.1,61
2019-09-01T12:00,27.7,0.00,10.6,0,1,900.0,67.0,969.6,53
2019-09-01T13:00,30.0,0.00,13.7,0,1,906.0,69.0,965.8,45
2019-09-01T14:00,30.4,0.00,15.6,0,1,848.0,69.0,948.9,40
2019-09-01T15:00,30.1,0.00,15.1,0,1,732.0,68.0,915.6,37
2019-09-01T16:00,29.6,0.00,14.7,0,12,566.0,65.0,855.2,36
2019-09-01T17:00,27.8,0.00,11.3,0,0,363.0,59.0,737.2,40
2019-09-01T18:00,26.0,0.00,11.6,0,3,138.0,46.0,424.8,44
2019-09-01T19:00,23.3,0.00,7.9,0,3,0.0,0.0,0.0,52
2019-09-01T20:00,21.5,0.00,5.1,0,4,0.0,0.0,0.0,59
2019-09-01T21:00,20.2,0.00,4.0,0,10,0.0,0.0,0.0,65
2019-09-01T22:00,19.4,0.00,3.2,0,11,0.0,0.0,0.0,69
2019-09-01T23:00,18.5,0.00,3.2,0,13,0.0,0.0,0.0,72
2019-09-02T00:00,17.6,0.00,2.5,0,11,0.0,0.0,0.0,76
2019-09-02T01:00,17.2,0.00,2.6,0,9,0.0,0.0,0.0,77
2019-09-02T02:00,16.5,0.00,1.6,0,10,0.0,0.0,0.0,79
2019-09-02T03:00,16.3,0.00,1.0,0,11,0.0,0.0,0.0,77
2019-09-02T04:00,15.7,0.00,3.8,0,10,0.0,0.0,0.0,83
2019-09-02T05:00,15.1,0.00,4.1,0,19,0.0,0.0,0.0,89
2019-09-02T06:00,15.2,0.00,5.3,0,17,0.0,0.0,0.0,90
2019-09-02T07:00,17.0,0.00,4.5,0,18,122.0,27.0,571.3,89
2019-09-02T08:00,18.9,0.00,5.5,1,20,310.0,49.0,731.5,83
2019-09-02T09:00,20.6,0.00,6.2,1,20,491.0,99.0,729.1,76
2019-09-02T10:00,22.8,0.00,9.7,0,18,697.0,69.0,913.5,68
2019-09-02T11:00,24.9,0.00,12.7,0,11,817.0,68.0,940.8,62
2019-09-02T12:00,25.5,0.00,14.8,0,16,886.0,69.0,954.3,62
2019-09-02T13:00,26.7,0.00,18.1,0,17,889.0,69.0,949.7,59
2019-09-02T14:00,26.0,0.00,17.7,0,18,837.0,69.0,939.6,60
2019-09-02T15:00,25.4,0.00,18.6,0,14,723.0,68.0,908.1,60
2019-09-02T16:00,24.0,0.00,16.6,0,16,559.0,65.0,849.4,62
2019-09-02T17:00,22.5,0.00,13.7,0,15,350.0,65.0,698.9,60
2019-09-02T18:00,20.4,0.00,11.2,1,23,130.0,49.0,382.6,69
2019-09-02T19:00,18.9,0.00,8.3,1,34,0.0,0.0,0.0,73
2019-09-02T20:00,18.3,0.00,6.6,1,33,0.0,0.0,0.0,76
2019-09-02T21:00,17.7,0.00,3.8,1,36,0.0,0.0,0.0,78
2019-09-02T22:00,17.5,0.00,5.9,1,39,0.0,0.0,0.0,81
2019-09-02T23:00,16.7,0.00,4.8,1,40,0.0,0.0,0.0,85
2019-09-03T00:00,16.2,0.00,5.9,1,39,0.0,0.0,0.0,87
2019-09-03T01:00,15.9,0.00,5.2,1,32,0.0,0.0,0.0,89
2019-09-03T02:00,15.3,0.00,2.2,1,39,0.0,0.0,0.0,89
2019-09-03T03:00,15.0,0.00,2.2,1,40,0.0,0.0,0.0,90
2019-09-03T04:00,14.9,0.00,3.6,1,41,0.0,0.0,0.0,89
2019-09-03T05:00,14.3,0.00,3.9,2,52,0.0,0.0,0.0,95
2019-09-03T06:00,14.6,0.00,1.0,1,44,0.0,0.0,0.0,93
2019-09-03T07:00,15.6,0.00,2.6,1,45,100.0,52.0,290.9,89
2019-09-03T08:00,16.8,0.00,4.9,1,42,274.0,102.0,485.6,87
2019-09-03T09:00,18.1,0.00,6.3,1,26,449.0,149.0,560.7,82
2019-09-03T10:00,19.7,0.00,8.4,0,18,696.0,103.0,865.9,74
2019-09-03T11:00,21.3,0.00,10.2,0,13,842.0,77.0,964.3,69
2019-09-03T12:00,23.4,0.00,11.4,0,10,903.0,90.0,953.0,63
2019-09-03T13:00,24.8,0.00,11.8,0,12,908.0,72.0,972.0,59
2019-09-03T14:00,25.8,0.00,14.0,0,9,847.0,124.0,888.5,58
2019-09-03T15:00,26.0,0.00,13.7,0,12,730.0,70.0,920.1,54
2019-09-03T16:00,25.7,0.00,12.2,0,9,562.0,65.0,861.0,55
2019-09-03T17:00,24.2,0.00,11.5,0,11,355.0,59.0,734.3,50
2019-09-03T18:00,22.3,0.00,11.5,0,14,130.0,45.0,411.0,63
2019-09-03T19:00,19.9,0.00,9.1,0,16,0.0,0.0,0.0,72
2019-09-03T20:00,18.7,0.00,7.4,0,16,0.0,0.0,0.0,77
2019-09-03T21:00,17.7,0.00,6.3,0,19,0.0,0.0,0.0,83
2019-09-03T22:00,17.1,0.00,5.9,0,17,0.0,0.0,0.0,86
2019-09-03T23:00,16.1,0.00,4.8,0,18,0.0,0.0,0.0,91
2019-09-04T00:00,15.7,0.00,6.0,0,16,0.0,0.0,0.0,94
2019-09-04T01:00,15.4,0.00,5.1,0,17,0.0,0.0,0.0,94
2019-09-04T02:00,14.8,0.00,1.4,1,21,0.0,0.0,0.0,94
2019-09-04T03:00,14.7,0.00,4.4,1,21,0.0,0.0,0.0,94
2019-09-04T04:00,14.5,0.00,3.6,1,23,0.0,0.0,0.0,95
2019-09-04T05:00,14.2,0.00,4.1,1,21,0.0,0.0,0.0,94
2019-09-04T06:00,14.5,0.00,4.4,0,16,0.0,0.0,0.0,94
2019-09-04T07:00,15.8,0.00,3.3,0,19,102.0,47.0,336.0,95
2019-09-04T08:00,17.5,0.00,5.6,1,25,277.0,178.0,281.5,90
2019-09-04T09:00,19.1,0.00,7.1,0,17,511.0,102.0,768.1,82
2019-09-04T10:00,20.8,0.00,8.4,0,13,657.0,150.0,743.2,77
2019-09-04T11:00,23.2,0.00,8.9,0,14,804.0,115.0,871.6,65
2019-09-04T12:00,25.6,0.00,10.8,0,15,869.0,113.0,889.4,58
2019-09-04T13:00,26.6,0.00,13.4,0,18,875.0,72.0,937.3,57
2019-09-04T14:00,26.5,0.00,16.6,0,15,816.0,70.0,920.9,58
2019-09-04T15:00,25.4,0.00,16.2,0,15,701.0,68.0,887.5,62
2019-09-04T16:00,24.6,0.00,16.2,0,14,536.0,77.0,801.3,62
2019-09-04T17:00,23.2,0.00,13.6,0,17,338.0,55.0,710.3,63
2019-09-04T18:00,20.6,0.00,11.9,1,25,118.0,44.0,366.6,70
2019-09-04T19:00,18.3,0.00,8.5,1,23,0.0,0.0,0.0,78
2019-09-04T20:00,17.5,0.00,6.8,1,23,0.0,0.0,0.0,79
2019-09-04T21:00,16.9,0.00,5.1,1,25,0.0,0.0,0.0,82
2019-09-04T22:00,16.5,0.00,5.7,1,26,0.0,0.0,0.0,85
2019-09-04T23:00,15.9,0.00,6.3,1,24,0.0,0.0,0.0,88
2019-09-05T00:00,15.7,0.00,8.1,1,25,0.0,0.0,0.0,89
2019-09-05T01:00,15.2,0.00,6.7,1,33,0.0,0.0,0.0,90
2019-09-05T02:00,14.7,0.00,3.8,1,35,0.0,0.0,0.0,91
2019-09-05T03:00,14.6,0.00,5.6,2,50,0.0,0.0,0.0,91
2019-09-05T04:00,15.0,0.00,5.4,2,57,0.0,0.0,0.0,91
2019-09-05T05:00,15.0,0.00,4.8,2,74,0.0,0.0,0.0,92
2019-09-05T06:00,15.2,0.00,4.3,45,60,0.0,0.0,0.0,88
2019-09-05T07:00,15.5,0.00,5.2,45,75,51.0,51.0,0.0,85
2019-09-05T08:00,16.0,0.00,6.6,2,64,180.0,180.0,0.0,85
2019-09-05T09:00,16.9,0.00,7.9,45,69,428.0,291.0,258.5,83
2019-09-05T10:00,18.1,0.00,7.4,1,35,496.0,390.0,156.0,80
2019-09-05T11:00,20.2,0.00,8.7,0,19,728.0,163.0,717.3,71
2019-09-05T12:00,20.8,0.00,10.6,0,0,870.0,103.0,905.7,72
2019-09-05T13:00,22.6,0.00,13.3,0,0,860.0,142.0,841.5,67
2019-09-05T14:00,23.6,0.00,13.7,0,1,789.0,134.0,812.4,63
2019-09-05T15:00,24.2,0.00,15.2,0,3,694.0,100.0,837.7,59
2019-09-05T16:00,24.0,0.00,16.3,0,14,542.0,64.0,841.0,59
2019-09-05T17:00,22.7,0.00,14.5,0,10,330.0,71.0,657.9,60
2019-09-05T18:00,20.6,0.00,14.8,0,16,111.0,48.0,320.0,71
2019-09-05T19:00,18.8,0.00,10.5,0,18,0.0,0.0,0.0,77
2019-09-05T20:00,18.2,0.00,9.0,1,20,0.0,0.0,0.0,77
2019-09-05T21:00,17.9,0.00,7.3,1,22,0.0,0.0,0.0,79
2019-09-05T22:00,17.5,0.00,6.2,1,25,0.0,0.0,0.0,81
2019-09-05T23:00,16.7,0.00,5.8,1,29,0.0,0.0,0.0,85
2019-09-06T00:00,16.2,0.00,3.4,1,35,0.0,0.0,0.0,85
2019-09-06T01:00,15.8,0.00,2.0,1,34,0.0,0.0,0.0,88
2019-09-06T02:00,15.6,0.00,1.1,1,34,0.0,0.0,0.0,89
2019-09-06T03:00,15.1,0.00,2.1,1,39,0.0,0.0,0.0,88
2019-09-06T04:00,14.4,0.00,4.3,1,40,0.0,0.0,0.0,89
2019-09-06T05:00,13.6,0.00,5.1,1,46,0.0,0.0,0.0,92
2019-09-06T06:00,13.5,0.00,5.5,1,41,0.0,0.0,0.0,91
2019-09-06T07:00,14.8,0.00,2.4,1,44,77.0,61.0,99.4,91
2019-09-06T08:00,16.2,0.00,4.5,1,44,224.0,212.0,34.6,88
2019-09-06T09:00,17.2,0.00,6.4,1,29,442.0,246.0,371.7,84
2019-09-06T10:00,19.5,0.00,10.5,1,25,604.0,156.0,662.0,76
2019-09-06T11:00,20.7,0.00,10.5,1,21,786.0,126.0,841.1,71
2019-09-06T12:00,21.9,0.00,13.0,0,15,837.0,235.0,713.5,70
2019-09-06T13:00,23.4,0.00,15.6,0,10,860.0,177.0,803.7,65
2019-09-06T14:00,23.9,0.00,16.6,0,12,844.0,139.0,878.6,63
2019-09-06T15:00,23.6,0.00,15.5,0,13,721.0,69.0,924.9,62
2019-09-06T16:00,23.2,0.00,14.8,0,14,540.0,102.0,776.8,63
2019-09-06T17:00,22.6,0.00,13.2,0,15,344.0,59.0,732.9,62
2019-09-06T18:00,20.9,0.00,11.5,0,7,115.0,44.0,370.1,69
2019-09-06T19:00,18.9,0.00,10.5,0,18,0.0,0.0,0.0,76
2019-09-06T20:00,17.7,0.00,7.9,0,19,0.0,0.0,0.0,80
2019-09-06T21:00,17.1,0.00,6.8,1,32,0.0,0.0,0.0,83
2019-09-06T22:00,16.8,0.00,6.0,1,28,0.0,0.0,0.0,84
2019-09-06T23:00,15.8,0.00,6.5,1,43,0.0,0.0,0.0,87
2019-09-07T00:00,15.4,0.00,5.5,1,34,0.0,0.0,0.0,88
2019-09-07T01:00,14.7,0.00,3.6,1,33,0.0,0.0,0.0,89
2019-09-07T02:00,14.2,0.00,4.0,1,43,0.0,0.0,0.0,91
2019-09-07T03:00,14.3,0.00,1.8,1,46,0.0,0.0,0.0,90
2019-09-07T04:00,14.8,0.00,3.1,2,62,0.0,0.0,0.0,89
2019-09-07T05:00,14.9,0.00,2.5,2,66,0.0,0.0,0.0,90
2019-09-07T06:00,16.0,0.00,3.1,2,74,0.0,0.0,0.0,84
2019-09-07T07:00,16.2,0.00,2.4,2,77,74.0,74.0,0.0,82
2019-09-07T08:00,17.0,0.00,7.0,2,69,199.0,184.0,43.6,77
2019-09-07T09:00,18.4,0.00,9.6,2,68,277.0,277.0,0.0,72
2019-09-07T10:00,19.6,0.00,13.4,2,70,587.0,300.0,425.8,67
2019-09-07T11:00,21.2,0.00,17.0,2,72,683.0,422.0,333.9,62
2019-09-07T12:00,21.7,0.00,17.9,1,49,676.0,396.0,333.1,63
2019-09-07T13:00,21.9,0.00,22.0,2,71,672.0,455.0,256.4,64
2019-09-07T14:00,21.9,0.00,20.8,2,58,623.0,508.0,144.0,61
2019-09-07T15:00,21.8,0.00,22.7,2,52,625.0,275.0,499.5,64
2019-09-07T16:00,20.7,0.00,22.1,2,64,394.0,166.0,407.7,69
2019-09-07T17:00,20.5,0.00,22.1,1,45,275.0,128.0,382.8,64
2019-09-07T18:00,19.1,0.00,22.3,1,28,77.0,64.0,69.6,69
2019-09-07T19:00,18.0,0.00,17.9,1,27,0.0,0.0,0.0,70
2019-09-07T20:00,17.7,0.00,14.3,0,14,0.0,0.0,0.0,71
2019-09-07T21:00,16.7,0.00,6.4,0,6,0.0,0.0,0.0,74
2019-09-07T22:00,15.9,0.00,3.0,0,2,0.0,0.0,0.0,76
2019-09-07T23:00,15.3,0.00,1.6,0,1,0.0,0.0,0.0,80
2019-09-08T00:00,15.0,0.00,4.1,0,0,0.0,0.0,0.0,80
2019-09-08T01:00,14.8,0.00,5.1,0,0,0.0,0.0,0.0,81
2019-09-08T02:00,14.5,0.00,4.3,0,3,0.0,0.0,0.0,85
2019-09-08T03:00,14.1,0.00,0.8,0,1,0.0,0.0,0.0,87
2019-09-08T04:00,13.8,0.00,5.2,0,3,0.0,0.0,0.0,87
2019-09-08T05:00,13.4,0.00,7.4,0,17,0.0,0.0,0.0,89
2019-09-08T06:00,13.1,0.00,4.6,0,9,0.0,0.0,0.0,89
2019-09-08T07:00,14.7,0.00,3.6,0,18,113.0,23.0,568.4,91
2019-09-08T08:00,17.2,0.00,6.5,0,18,308.0,47.0,765.2,82
2019-09-08T09:00,18.8,0.00,9.3,1,22,457.0,107.0,670.6,74
2019-09-08T10:00,20.0,0.00,10.0,1,20,618.0,265.0,526.0,68
2019-09-08T11:00,21.4,0.00,11.6,0,15,753.0,268.0,622.8,64
2019-09-08T12:00,22.3,0.00,11.9,0,13,837.0,144.0,827.8,61
2019-09-08T13:00,23.0,0.00,12.4,0,15,830.0,144.0,814.1,58
2019-09-08T14:00,23.8,0.00,14.0,0,13,782.0,165.0,776.5,56
2019-09-08T15:00,23.8,0.00,14.0,0,5,707.0,103.0,867.3,58
2019-09-08T16:00,23.4,0.00,14.5,0,13,522.0,113.0,737.4,51
2019-09-08T17:00,22.1,0.00,14.1,1,21,337.0,41.0,780.8,54
2019-09-08T18:00,20.6,0.00,13.8,0,15,100.0,42.0,319.3,64
2019-09-08T19:00,19.3,0.00,13.0,1,20,0.0,0.0,0.0,69
2019-09-08T20:00,18.9,0.00,3.9,0,19,0.0,0.0,0.0,72
2019-09-08T21:00,18.1,0.00,2.5,0,18,0.0,0.0,0.0,78
2019-09-08T22:00,17.5,0.00,1.8,0,1,0.0,0.0,0.0,79
2019-09-08T23:00,16.9,0.00,2.7,0,5,0.0,0.0,0.0,80
2019-09-09T00:00,15.9,0.00,5.1,0,17,0.0,0.0,0.0,80
2019-09-09T01:00,15.0,0.00,3.1,0,17,0.0,0.0,0.0,82
2019-09-09T02:00,14.5,0.00,4.2,0,6,0.0,0.0,0.0,87
2019-09-09T03:00,14.2,0.00,4.3,0,18,0.0,0.0,0.0,88
2019-09-09T04:00,13.7,0.00,7.5,1,25,0.0,0.0,0.0,88
2019-09-09T05:00,13.4,0.00,10.4,0,15,0.0,0.0,0.0,92
2019-09-09T06:00,13.0,0.00,3.7,0,5,0.0,0.0,0.0,88
2019-09-09T07:00,14.8,0.00,2.6,1,20,111.0,25.0,547.8,88
2019-09-09T08:00,16.8,0.00,2.8,0,6,301.0,68.0,688.5,82
2019-09-09T09:00,18.4,0.00,5.4,0,0,499.0,74.0,818.6,73
2019-09-09T10:00,20.4,0.00,7.3,0,0,682.0,114.0,849.9,60
2019-09-09T11:00,22.4,0.00,11.6,0,1,810.0,83.0,937.3,50
2019-09-09T12:00,24.4,0.00,15.9,0,0,875.0,126.0,898.2,49
2019-09-09T13:00,25.2,0.00,21.5,0,0,888.0,75.0,969.0,51
2019-09-09T14:00,25.5,0.00,21.3,0,2,826.0,73.0,952.4,51
2019-09-09T15:00,25.4,0.00,16.8,0,1,694.0,64.0,910.3,48
2019-09-09T16:00,24.7,0.00,14.8,0,0,522.0,45.0,867.2,52
2019-09-09T17:00,23.0,0.00,15.7,0,17,259.0,58.0,537.1,60
2019-09-09T18:00,20.9,0.00,19.0,0,10,92.0,40.0,294.6,67
2019-09-09T19:00,18.9,0.00,16.3,0,9,0.0,0.0,0.0,66
2019-09-09T20:00,18.1,0.00,13.6,0,17,0.0,0.0,0.0,62
2019-09-09T21:00,17.3,0.00,13.4,1,25,0.0,0.0,0.0,76
2019-09-09T22:00,17.0,0.00,11.0,0,11,0.0,0.0,0.0,77
2019-09-09T23:00,16.6,0.00,8.3,1,24,0.0,0.0,0.0,74
2019-09-10T00:00,15.9,0.00,7.8,1,31,0.0,0.0,0.0,77
2019-09-10T01:00,16.1,0.00,8.7,1,33,0.0,0.0,0.0,80
2019-09-10T02:00,16.0,0.00,3.0,1,33,0.0,0.0,0.0,81
2019-09-10T03:00,15.3,0.00,1.4,1,39,0.0,0.0,0.0,83
2019-09-10T04:00,14.6,0.00,2.6,1,35,0.0,0.0,0.0,84
2019-09-10T05:00,14.0,0.00,2.6,1,41,0.0,0.0,0.0,85
2019-09-10T06:00,13.6,0.00,2.5,1,20,0.0,0.0,0.0,87
2019-09-10T07:00,15.0,0.00,1.1,0,17,98.0,53.0,289.2,85
2019-09-10T08:00,17.1,0.00,2.3,0,13,313.0,108.0,610.7,78
2019-09-10T09:00,18.7,0.00,7.9,0,11,495.0,167.0,635.2,67
2019-09-10T10:00,21.0,0.00,14.0,0,17,682.0,69.0,921.2,64
2019-09-10T11:00,21.7,0.00,14.3,0,18,800.0,138.0,856.9,65
2019-09-10T12:00,22.6,0.00,15.5,0,18,870.0,80.0,951.2,61
2019-09-10T13:00,23.6,0.00,17.6,0,15,811.0,216.0,712.3,57
2019-09-10T14:00,23.5,0.00,17.8,0,17,807.0,114.0,881.0,59
2019-09-10T15:00,23.2,0.00,18.1,0,19,689.0,126.0,818.6,60
2019-09-10T16:00,22.6,0.00,17.3,0,13,523.0,58.0,852.6,60
2019-09-10T17:00,21.3,0.00,13.6,0,15,313.0,62.0,679.7,58
2019-09-10T18:00,19.9,0.00,13.5,0,8,85.0,42.0,248.0,69
2019-09-10T19:00,18.9,0.00,9.3,0,16,0.0,0.0,0.0,71
2019-09-10T20:00,18.4,0.00,3.6,0,8,0.0,0.0,0.0,71
2019-09-10T21:00,17.6,0.00,1.3,0,9,0.0,0.0,0.0,76
2019-09-10T22:00,16.9,0.00,3.6,0,8,0.0,0.0,0.0,77
2019-09-10T23:00,16.0,0.00,1.6,0,3,0.0,0.0,0.0,81
2019-09-11T00:00,15.0,0.00,1.1,0,0,0.0,0.0,0.0,84
2019-09-11T01:00,14.3,0.00,1.0,0,0,0.0,0.0,0.0,85
2019-09-11T02:00,13.8,0.00,0.8,0,5,0.0,0.0,0.0,85
2019-09-11T03:00,13.6,0.00,1.8,0,6,0.0,0.0,0.0,85
2019-09-11T04:00,13.3,0.00,3.6,0,19,0.0,0.0,0.0,89
2019-09-11T05:00,13.3,0.00,10.5,1,20,0.0,0.0,0.0,93
2019-09-11T06:00,13.2,0.00,8.4,0,17,0.0,0.0,0.0,89
2019-09-11T07:00,15.0,0.00,7.0,0,16,106.0,20.0,557.5,86
2019-09-11T08:00,17.2,0.00,3.9,0,17,308.0,44.0,792.9,79
2019-09-11T09:00,19.0,0.00,6.0,0,17,508.0,61.0,870.3,71
2019-09-11T10:00,20.6,0.00,6.4,0,17,679.0,71.0,917.8,66
2019-09-11T11:00,22.3,0.00,8.5,0,0,804.0,57.0,970.9,59
2019-09-11T12:00,24.4,0.00,10.3,0,0,869.0,68.0,968.5,52
2019-09-11T13:00,26.9,0.00,11.9,0,0,874.0,69.0,968.1,46
2019-09-11T14:00,28.4,0.00,14.4,0,3,812.0,69.0,949.5,42
2019-09-11T15:00,28.8,0.00,15.0,0,0,691.0,67.0,913.2,38
2019-09-11T16:00,28.3,0.00,13.6,0,0,521.0,63.0,847.1,36
